,depth,temp
2003-04-14-11-35,50.0,2.2999999999999998
2003-04-14-12-35,50.0,2.29
2003-04-14-13-35,50.0,2.27
2003-04-14-14-35,50.0,2.27
2003-04-14-15-35,50.0,2.2599999999999998
2003-04-14-16-35,50.0,2.23
2003-04-14-17-35,50.0,2.2400000000000002
2003-04-14-18-35,50.0,2.2400000000000002
2003-04-14-19-35,50.0,2.2400000000000002
2003-04-14-20-35,50.0,2.25
2003-04-14-21-36,50.0,2.23
2003-04-14-22-36,50.0,2.23
2003-04-14-23-36,50.0,2.23
2003-04-15-00-35,50.0,2.23
2003-04-15-01-35,50.0,2.23
2003-04-15-02-35,50.0,2.2400000000000002
2003-04-15-03-35,50.0,2.2400000000000002
2003-04-15-04-35,50.0,2.2400000000000002
2003-04-15-05-35,50.0,2.2400000000000002
2003-04-15-06-35,50.0,2.2400000000000002
2003-04-15-07-35,50.0,2.25
2003-04-15-08-35,50.0,2.25
2003-04-15-09-35,50.0,2.2599999999999998
2003-04-15-10-35,50.0,2.27
2003-04-15-11-35,50.0,2.3199999999999998
2003-04-15-12-35,50.0,2.3599999999999999
2003-04-15-13-35,50.0,2.3599999999999999
2003-04-15-14-35,50.0,2.3799999999999999
2003-04-15-15-35,50.0,2.3599999999999999
2003-04-15-16-35,50.0,2.5899999999999999
2003-04-15-17-35,50.0,2.3700000000000001
2003-04-15-18-35,50.0,2.4100000000000001
2003-04-15-19-35,50.0,2.3500000000000001
2003-04-15-20-35,50.0,2.3399999999999999
2003-04-15-21-35,50.0,2.3399999999999999
2003-04-15-22-35,50.0,2.3300000000000001
2003-04-15-23-36,50.0,2.3100000000000001
2003-04-16-00-36,50.0,2.3700000000000001
2003-04-16-01-36,50.0,2.5800000000000001
2003-04-16-02-36,50.0,2.54
2003-04-16-03-36,50.0,2.4199999999999999
2003-04-16-04-36,50.0,2.4300000000000002
2003-04-16-05-36,50.0,2.4199999999999999
2003-04-16-06-36,50.0,2.46
2003-04-16-07-36,50.0,2.3599999999999999
2003-04-16-08-36,50.0,2.4100000000000001
2003-04-16-09-36,50.0,2.3799999999999999
2003-04-16-10-36,50.0,2.3799999999999999
2003-04-16-11-36,50.0,2.3700000000000001
2003-04-16-12-36,50.0,2.5600000000000001
2003-04-16-13-36,50.0,2.3700000000000001
2003-04-16-14-36,50.0,2.3999999999999999
2003-04-16-15-36,50.0,2.3700000000000001
2003-04-16-16-36,50.0,2.54
2003-04-16-17-36,50.0,2.5
2003-04-16-18-36,50.0,2.5499999999999998
2003-04-16-19-36,50.0,2.54
2003-04-16-20-36,50.0,2.5
2003-04-16-21-36,50.0,2.5699999999999998
2003-04-16-22-36,50.0,2.5699999999999998
2003-04-16-23-36,50.0,2.4900000000000002
2003-04-17-00-36,50.0,2.4199999999999999
2003-04-17-01-36,50.0,2.4500000000000002
2003-04-17-02-36,50.0,2.4100000000000001
2003-04-17-03-36,50.0,2.3900000000000001
2003-04-17-04-36,50.0,2.3799999999999999
2003-04-17-05-36,50.0,2.4199999999999999
2003-04-17-06-36,50.0,2.4300000000000002
2003-04-17-07-36,50.0,2.4500000000000002
2003-04-17-08-36,50.0,2.52
2003-04-17-09-36,50.0,2.5600000000000001
2003-04-17-10-36,50.0,2.5
2003-04-17-11-36,50.0,2.5
2003-04-17-12-36,50.0,2.4900000000000002
2003-04-17-13-36,50.0,2.4500000000000002
2003-04-17-14-36,50.0,2.4500000000000002
2003-04-17-15-36,50.0,2.4500000000000002
2003-04-17-16-36,50.0,2.4900000000000002
2003-04-17-17-36,50.0,2.4399999999999999
2003-04-17-18-36,50.0,2.4900000000000002
2003-04-17-19-36,50.0,2.5600000000000001
2003-04-17-20-36,50.0,2.5499999999999998
2003-04-17-21-36,50.0,2.52
2003-04-17-22-36,50.0,2.52
2003-04-17-23-36,50.0,2.5499999999999998
2003-04-18-00-36,50.0,2.5299999999999998
2003-04-18-01-36,50.0,2.5099999999999998
2003-04-18-02-36,50.0,2.5299999999999998
2003-04-18-03-36,50.0,2.4700000000000002
2003-04-18-04-36,50.0,2.4500000000000002
2003-04-18-05-36,50.0,2.4500000000000002
2003-04-18-06-36,50.0,2.46
2003-04-18-07-36,50.0,2.48
2003-04-18-08-36,50.0,2.5299999999999998
2003-04-18-09-36,50.0,2.5600000000000001
2003-04-18-10-36,50.0,2.54
2003-04-18-11-36,50.0,2.6800000000000002
2003-04-18-12-36,50.0,2.54
2003-04-18-13-36,50.0,2.52
2003-04-18-14-36,50.0,2.48
2003-04-18-15-36,50.0,2.5
2003-04-18-16-36,50.0,2.5
2003-04-18-17-36,50.0,2.52
2003-04-18-18-36,50.0,2.54
2003-04-18-19-36,50.0,2.5600000000000001
2003-04-18-20-36,50.0,2.5600000000000001
2003-04-18-21-36,50.0,2.5800000000000001
2003-04-18-22-36,50.0,2.5699999999999998
2003-04-18-23-36,50.0,2.5699999999999998
2003-04-19-00-36,50.0,2.54
2003-04-19-01-36,50.0,2.5600000000000001
2003-04-19-02-36,50.0,2.5499999999999998
2003-04-19-03-36,50.0,2.5299999999999998
2003-04-19-04-36,50.0,2.5
2003-04-19-05-36,50.0,2.5099999999999998
2003-04-19-06-36,50.0,2.52
2003-04-19-07-36,50.0,2.5
2003-04-19-08-36,50.0,2.5099999999999998
2003-04-19-09-36,50.0,2.52
2003-04-19-10-36,50.0,2.54
2003-04-19-11-36,50.0,2.54
2003-04-19-12-36,50.0,2.6099999999999999
2003-04-19-13-36,50.0,2.5499999999999998
2003-04-19-14-36,50.0,2.5299999999999998
2003-04-19-15-36,50.0,2.5499999999999998
2003-04-19-16-36,50.0,2.52
2003-04-19-17-36,50.0,2.54
2003-04-19-18-36,50.0,2.5299999999999998
2003-04-19-19-36,50.0,2.5299999999999998
2003-04-19-20-36,50.0,2.5299999999999998
2003-04-19-21-36,50.0,2.54
2003-04-19-22-36,50.0,2.54
2003-04-19-23-36,50.0,2.5499999999999998
2003-04-20-00-36,50.0,2.5499999999999998
2003-04-20-01-36,50.0,2.5800000000000001
2003-04-20-02-36,50.0,2.5600000000000001
2003-04-20-03-36,50.0,2.5499999999999998
2003-04-20-04-36,50.0,2.54
2003-04-20-05-36,50.0,2.5299999999999998
2003-04-20-06-36,50.0,2.54
2003-04-20-07-36,50.0,2.54
2003-04-20-08-36,50.0,2.54
2003-04-20-09-36,50.0,2.5600000000000001
2003-04-20-10-36,50.0,2.5699999999999998
2003-04-20-11-36,50.0,2.5600000000000001
2003-04-20-12-36,50.0,2.5600000000000001
2003-04-20-13-36,50.0,2.5600000000000001
2003-04-20-14-36,50.0,2.5299999999999998
2003-04-20-15-36,50.0,2.5
2003-04-20-16-36,50.0,2.6000000000000001
2003-04-20-17-36,50.0,2.5099999999999998
2003-04-20-18-36,50.0,2.4700000000000002
2003-04-20-19-36,50.0,2.5099999999999998
2003-04-20-20-36,50.0,2.5
2003-04-20-21-36,50.0,2.5
2003-04-20-22-36,50.0,2.5299999999999998
2003-04-20-23-36,50.0,2.5600000000000001
2003-04-21-00-36,50.0,2.54
2003-04-21-01-36,50.0,2.54
2003-04-21-02-36,50.0,2.5099999999999998
2003-04-21-03-36,50.0,2.4900000000000002
2003-04-21-04-36,50.0,2.5099999999999998
2003-04-21-05-36,50.0,2.5099999999999998
2003-04-21-06-36,50.0,2.52
2003-04-21-07-36,50.0,2.5299999999999998
2003-04-21-08-36,50.0,2.5600000000000001
2003-04-21-09-36,50.0,2.5800000000000001
2003-04-21-10-36,50.0,2.5899999999999999
2003-04-21-11-36,50.0,2.6000000000000001
2003-04-21-12-36,50.0,2.6000000000000001
2003-04-21-13-36,50.0,2.6000000000000001
2003-04-21-14-36,50.0,2.5899999999999999
2003-04-21-15-36,50.0,2.5800000000000001
2003-04-21-16-36,50.0,2.6000000000000001
2003-04-21-17-36,50.0,2.5800000000000001
2003-04-21-18-36,50.0,2.5499999999999998
2003-04-21-19-36,50.0,2.54
2003-04-21-20-36,50.0,2.5499999999999998
2003-04-21-21-36,50.0,2.5800000000000001
2003-04-21-22-36,50.0,2.5699999999999998
2003-04-21-23-36,50.0,2.5699999999999998
2003-04-22-00-36,50.0,2.5899999999999999
2003-04-22-01-36,50.0,2.6000000000000001
2003-04-22-02-36,50.0,2.5699999999999998
2003-04-22-03-36,50.0,2.5699999999999998
2003-04-22-04-36,50.0,2.5699999999999998
2003-04-22-05-36,50.0,2.5800000000000001
2003-04-22-06-36,50.0,2.6000000000000001
2003-04-22-07-36,50.0,2.5800000000000001
2003-04-22-08-36,50.0,2.5800000000000001
2003-04-22-09-36,50.0,2.6099999999999999
2003-04-22-10-36,50.0,2.6200000000000001
2003-04-22-11-36,50.0,2.6200000000000001
2003-04-22-12-36,50.0,2.6200000000000001
2003-04-22-13-36,50.0,2.6400000000000001
2003-04-22-14-36,50.0,2.6400000000000001
2003-04-22-15-36,50.0,2.6400000000000001
2003-04-22-16-36,50.0,2.6299999999999999
2003-04-22-17-36,50.0,2.6200000000000001
2003-04-22-18-36,50.0,2.6200000000000001
2003-04-22-19-36,50.0,2.6200000000000001
2003-04-22-20-36,50.0,2.6099999999999999
2003-04-22-21-36,50.0,2.5800000000000001
2003-04-22-22-36,50.0,2.5699999999999998
2003-04-22-23-36,50.0,2.5699999999999998
2003-04-23-00-36,50.0,2.6000000000000001
2003-04-23-01-36,50.0,2.5499999999999998
2003-04-23-02-36,50.0,2.5600000000000001
2003-04-23-03-36,50.0,2.5800000000000001
2003-04-23-04-36,50.0,2.5699999999999998
2003-04-23-05-36,50.0,2.5699999999999998
2003-04-23-06-36,50.0,2.5800000000000001
2003-04-23-07-36,50.0,2.5800000000000001
2003-04-23-08-36,50.0,2.6200000000000001
2003-04-23-09-36,50.0,2.9500000000000002
2003-04-23-10-36,50.0,3.0
2003-04-23-11-36,50.0,2.8500000000000001
2003-04-23-12-36,50.0,2.8100000000000001
2003-04-23-13-36,50.0,3.1600000000000001
2003-04-23-14-36,50.0,3.1000000000000001
2003-04-23-15-36,50.0,3.02
2003-04-23-16-36,50.0,2.9399999999999999
2003-04-23-17-36,50.0,2.8799999999999999
2003-04-23-18-36,50.0,2.8199999999999998
2003-04-23-19-36,50.0,2.8199999999999998
2003-04-23-20-36,50.0,2.8199999999999998
2003-04-23-21-36,50.0,2.71
2003-04-23-22-36,50.0,2.7200000000000002
2003-04-23-23-36,50.0,2.6899999999999999
2003-04-24-00-36,50.0,2.6400000000000001
2003-04-24-01-36,50.0,2.6600000000000001
2003-04-24-02-36,50.0,2.6499999999999999
2003-04-24-03-36,50.0,2.6800000000000002
2003-04-24-04-36,50.0,2.6499999999999999
2003-04-24-05-36,50.0,2.6000000000000001
2003-04-24-06-36,50.0,2.6299999999999999
2003-04-24-07-36,50.0,2.6400000000000001
2003-04-24-08-36,50.0,2.6499999999999999
2003-04-24-09-36,50.0,2.6499999999999999
2003-04-24-10-36,50.0,2.6400000000000001
2003-04-24-11-36,50.0,2.6299999999999999
2003-04-24-12-36,50.0,2.6299999999999999
2003-04-24-13-36,50.0,2.6200000000000001
2003-04-24-14-36,50.0,2.5899999999999999
2003-04-24-15-36,50.0,2.5800000000000001
2003-04-24-16-36,50.0,2.5800000000000001
2003-04-24-17-36,50.0,2.6499999999999999
2003-04-24-18-36,50.0,2.6499999999999999
2003-04-24-19-36,50.0,2.6499999999999999
2003-04-24-20-36,50.0,2.6499999999999999
2003-04-24-21-36,50.0,2.6600000000000001
2003-04-24-22-36,50.0,2.6800000000000002
2003-04-24-23-36,50.0,2.6699999999999999
2003-04-25-00-36,50.0,2.6800000000000002
2003-04-25-01-36,50.0,2.6899999999999999
2003-04-25-02-36,50.0,2.6800000000000002
2003-04-25-03-36,50.0,2.6800000000000002
2003-04-25-04-36,50.0,2.7000000000000002
2003-04-25-05-36,50.0,2.7000000000000002
2003-04-25-06-36,50.0,2.6899999999999999
2003-04-25-07-36,50.0,2.71
2003-04-25-08-36,50.0,2.8500000000000001
2003-04-25-09-36,50.0,2.8700000000000001
2003-04-25-10-36,50.0,2.8500000000000001
2003-04-25-11-36,50.0,2.8599999999999999
2003-04-25-12-36,50.0,2.8399999999999999
2003-04-25-13-36,50.0,2.8900000000000001
2003-04-25-14-36,50.0,2.8599999999999999
2003-04-25-15-36,50.0,2.8599999999999999
2003-04-25-16-36,50.0,2.8100000000000001
2003-04-25-17-36,50.0,2.79
2003-04-25-18-36,50.0,2.8399999999999999
2003-04-25-19-36,50.0,2.8500000000000001
2003-04-25-20-36,50.0,2.8900000000000001
2003-04-25-21-36,50.0,2.8799999999999999
2003-04-25-22-36,50.0,2.8199999999999998
2003-04-25-23-36,50.0,2.79
2003-04-26-00-36,50.0,2.77
2003-04-26-01-36,50.0,2.75
2003-04-26-02-36,50.0,2.75
2003-04-26-03-36,50.0,2.7599999999999998
2003-04-26-04-36,50.0,2.79
2003-04-26-05-36,50.0,2.75
2003-04-26-06-36,50.0,2.75
2003-04-26-07-36,50.0,2.6899999999999999
2003-04-26-08-36,50.0,2.7599999999999998
2003-04-26-09-36,50.0,2.75
2003-04-26-10-36,50.0,2.71
2003-04-26-11-36,50.0,2.7599999999999998
2003-04-26-12-36,50.0,2.75
2003-04-26-13-34,50.0,2.7200000000000002
2003-04-26-14-34,50.0,2.7000000000000002
2003-04-26-15-34,50.0,2.7200000000000002
2003-04-26-16-34,50.0,2.7000000000000002
2003-04-26-17-34,50.0,2.73
2003-04-26-18-34,50.0,2.73
2003-04-26-19-34,50.0,2.73
2003-04-26-20-34,50.0,2.7200000000000002
2003-04-26-21-34,50.0,2.75
2003-04-26-22-34,50.0,2.71
2003-04-26-23-34,50.0,2.71
2003-04-27-00-34,50.0,2.7400000000000002
2003-04-27-01-34,50.0,2.6899999999999999
2003-04-27-02-34,50.0,2.6800000000000002
2003-04-27-03-34,50.0,2.7999999999999998
2003-04-27-04-34,50.0,2.7000000000000002
2003-04-27-05-34,50.0,2.7400000000000002
2003-04-27-06-34,50.0,2.75
2003-04-27-07-34,50.0,2.75
2003-04-27-08-34,50.0,2.7599999999999998
2003-04-27-09-34,50.0,2.7599999999999998
2003-04-27-10-34,50.0,2.7599999999999998
2003-04-27-11-34,50.0,2.73
2003-04-27-12-34,50.0,2.6800000000000002
2003-04-27-13-34,50.0,2.75
2003-04-27-14-34,50.0,2.77
2003-04-27-15-34,50.0,2.79
2003-04-27-16-34,50.0,2.77
2003-04-27-17-34,50.0,2.75
2003-04-27-18-34,50.0,2.75
2003-04-27-19-34,50.0,2.77
2003-04-27-20-34,50.0,2.8500000000000001
2003-04-27-21-34,50.0,2.7400000000000002
2003-04-27-22-34,50.0,2.7799999999999998
2003-04-27-23-34,50.0,2.7999999999999998
2003-04-28-00-34,50.0,2.7000000000000002
2003-04-28-01-34,50.0,2.73
2003-04-28-02-34,50.0,2.75
2003-04-28-03-34,50.0,2.7599999999999998
2003-04-28-04-34,50.0,2.79
2003-04-28-05-34,50.0,2.8199999999999998
2003-04-28-06-34,50.0,2.8100000000000001
2003-04-28-07-34,50.0,2.8100000000000001
2003-04-28-08-34,50.0,2.8100000000000001
2003-04-28-09-34,50.0,2.8199999999999998
2003-04-28-10-34,50.0,2.8300000000000001
2003-04-28-11-34,50.0,2.8199999999999998
2003-04-28-12-34,50.0,2.8100000000000001
2003-04-28-13-34,50.0,2.8399999999999999
2003-04-28-14-35,50.0,2.8300000000000001
2003-04-28-15-35,50.0,2.8399999999999999
2003-04-28-16-34,50.0,2.8199999999999998
2003-04-28-17-35,50.0,2.8199999999999998
2003-04-28-18-35,50.0,2.8399999999999999
2003-04-28-19-34,50.0,2.8399999999999999
2003-04-28-20-35,50.0,2.8599999999999999
2003-04-28-21-35,50.0,2.8599999999999999
2003-04-28-22-34,50.0,2.8399999999999999
2003-04-28-23-35,50.0,2.9700000000000002
2003-04-29-00-35,50.0,2.8300000000000001
2003-04-29-01-34,50.0,2.8999999999999999
2003-04-29-02-35,50.0,2.9700000000000002
2003-04-29-03-35,50.0,3.1699999999999999
2003-04-29-04-34,50.0,3.2000000000000002
2003-04-29-05-35,50.0,3.3999999999999999
2003-04-29-06-35,50.0,3.3799999999999999
2003-04-29-07-34,50.0,3.3700000000000001
2003-04-29-08-35,50.0,3.3399999999999999
2003-04-29-09-35,50.0,3.3500000000000001
2003-04-29-10-34,50.0,3.3399999999999999
2003-04-29-11-35,50.0,3.4300000000000002
2003-04-29-12-35,50.0,3.3199999999999998
2003-04-29-13-34,50.0,3.4900000000000002
2003-04-29-14-35,50.0,2.8799999999999999
2003-04-29-15-35,50.0,2.9100000000000001
2003-04-29-16-34,50.0,3.4100000000000001
2003-04-29-17-35,50.0,3.4700000000000002
2003-04-29-18-35,50.0,3.3700000000000001
2003-04-29-19-34,50.0,3.0899999999999999
2003-04-29-20-35,50.0,3.04
2003-04-29-21-35,50.0,3.0600000000000001
2003-04-29-22-35,50.0,3.3100000000000001
2003-04-29-23-35,50.0,3.3100000000000001
2003-04-30-00-35,50.0,3.29
2003-04-30-01-35,50.0,3.2400000000000002
2003-04-30-02-35,50.0,3.3199999999999998
2003-04-30-03-35,50.0,3.3399999999999999
2003-04-30-04-35,50.0,3.4199999999999999
2003-04-30-05-35,50.0,3.4399999999999999
2003-04-30-06-35,50.0,3.4399999999999999
2003-04-30-07-35,50.0,3.4500000000000002
2003-04-30-08-35,50.0,3.46
2003-04-30-09-35,50.0,3.4700000000000002
2003-04-30-10-35,50.0,3.4900000000000002
2003-04-30-11-35,50.0,3.71
2003-04-30-12-35,50.0,3.77
2003-04-30-13-35,50.0,3.6499999999999999
2003-04-30-14-35,50.0,3.5600000000000001
2003-04-30-15-35,50.0,3.3999999999999999
2003-04-30-16-35,50.0,3.6299999999999999
2003-04-30-17-35,50.0,3.5800000000000001
2003-04-30-18-35,50.0,3.6400000000000001
2003-04-30-19-35,50.0,3.5600000000000001
2003-04-30-20-35,50.0,3.5299999999999998
2003-04-30-21-35,50.0,3.5299999999999998
2003-04-30-22-35,50.0,3.5699999999999998
2003-04-30-23-35,50.0,3.5600000000000001
2003-05-01-00-35,50.0,3.3500000000000001
2003-05-01-01-35,50.0,3.1899999999999999
2003-05-01-02-35,50.0,3.48
2003-05-01-03-35,50.0,3.3500000000000001
2003-05-01-04-35,50.0,3.3900000000000001
2003-05-01-05-35,50.0,3.2999999999999998
2003-05-01-06-35,50.0,3.29
2003-05-01-07-35,50.0,3.46
2003-05-01-08-35,50.0,3.3100000000000001
2003-05-01-09-35,50.0,3.2799999999999998
2003-05-01-10-35,50.0,3.0600000000000001
2003-05-01-11-35,50.0,3.1299999999999999
2003-05-01-12-35,50.0,2.96
2003-05-01-13-35,50.0,3.0899999999999999
2003-05-01-14-35,50.0,3.1000000000000001
2003-05-01-15-35,50.0,2.7599999999999998
2003-05-01-16-35,50.0,2.8799999999999999
2003-05-01-17-35,50.0,2.8700000000000001
2003-05-01-18-35,50.0,2.79
2003-05-01-19-35,50.0,2.8199999999999998
2003-05-01-20-35,50.0,2.9199999999999999
2003-05-01-21-35,50.0,2.9500000000000002
2003-05-01-22-35,50.0,2.7200000000000002
2003-05-01-23-35,50.0,2.5800000000000001
2003-05-02-00-35,50.0,2.6099999999999999
2003-05-02-01-35,50.0,2.6600000000000001
2003-05-02-02-35,50.0,2.6499999999999999
2003-05-02-03-35,50.0,2.79
2003-05-02-04-35,50.0,2.8199999999999998
2003-05-02-05-35,50.0,3.0
2003-05-02-06-35,50.0,3.29
2003-05-02-07-35,50.0,3.0
2003-05-02-08-35,50.0,3.0899999999999999
2003-05-02-09-35,50.0,3.0899999999999999
2003-05-02-10-35,50.0,3.0299999999999998
2003-05-02-11-35,50.0,3.0899999999999999
2003-05-02-12-35,50.0,3.0699999999999998
2003-05-02-13-35,50.0,3.1000000000000001
2003-05-02-14-35,50.0,3.1000000000000001
2003-05-02-15-35,50.0,3.1299999999999999
2003-05-02-16-35,50.0,3.0800000000000001
2003-05-02-17-35,50.0,3.0699999999999998
2003-05-02-18-35,50.0,3.0299999999999998
2003-05-02-19-35,50.0,3.1600000000000001
2003-05-02-20-35,50.0,3.1000000000000001
2003-05-02-21-35,50.0,3.04
2003-05-02-22-35,50.0,3.6800000000000002
2003-05-02-23-35,50.0,3.7400000000000002
2003-05-03-00-35,50.0,3.6000000000000001
2003-05-03-01-35,50.0,3.4100000000000001
2003-05-03-02-35,50.0,3.0099999999999998
2003-05-03-03-35,50.0,3.0499999999999998
2003-05-03-04-35,50.0,2.98
2003-05-03-05-35,50.0,2.98
2003-05-03-06-35,50.0,3.0
2003-05-03-07-35,50.0,2.98
2003-05-03-08-35,50.0,2.9399999999999999
2003-05-03-09-35,50.0,3.2000000000000002
2003-05-03-10-35,50.0,3.1299999999999999
2003-05-03-11-35,50.0,3.3999999999999999
2003-05-03-12-35,50.0,3.3999999999999999
2003-05-03-13-35,50.0,3.46
2003-05-03-14-35,50.0,3.4399999999999999
2003-05-03-15-35,50.0,3.52
2003-05-03-16-35,50.0,3.6499999999999999
2003-05-03-17-35,50.0,3.52
2003-05-03-18-35,50.0,3.1800000000000002
2003-05-03-19-35,50.0,3.02
2003-05-03-20-35,50.0,3.1400000000000001
2003-05-03-21-35,50.0,3.1499999999999999
2003-05-03-22-35,50.0,3.1699999999999999
2003-05-03-23-35,50.0,3.1000000000000001
2003-05-04-00-35,50.0,3.0899999999999999
2003-05-04-01-35,50.0,3.0699999999999998
2003-05-04-02-35,50.0,3.0800000000000001
2003-05-04-03-35,50.0,3.0800000000000001
2003-05-04-04-35,50.0,3.1600000000000001
2003-05-04-05-35,50.0,3.1099999999999999
2003-05-04-06-35,50.0,3.0600000000000001
2003-05-04-07-35,50.0,3.02
2003-05-04-08-35,50.0,2.9700000000000002
2003-05-04-09-35,50.0,3.1099999999999999
2003-05-04-10-35,50.0,3.2400000000000002
2003-05-04-11-35,50.0,3.1499999999999999
2003-05-04-12-35,50.0,3.0099999999999998
2003-05-04-13-35,50.0,3.02
2003-05-04-14-35,50.0,2.9900000000000002
2003-05-04-15-35,50.0,3.02
2003-05-04-16-35,50.0,3.02
2003-05-04-17-35,50.0,3.0499999999999998
2003-05-04-18-35,50.0,3.0
2003-05-04-19-35,50.0,3.0099999999999998
2003-05-04-20-35,50.0,3.0600000000000001
2003-05-04-21-35,50.0,3.1499999999999999
2003-05-04-22-35,50.0,3.1499999999999999
2003-05-04-23-35,50.0,3.1800000000000002
2003-05-05-00-35,50.0,3.1299999999999999
2003-05-05-01-35,50.0,3.0099999999999998
2003-05-05-02-35,50.0,3.0800000000000001
2003-05-05-03-35,50.0,2.9900000000000002
2003-05-05-04-35,50.0,2.9399999999999999
2003-05-05-05-35,50.0,2.96
2003-05-05-06-35,50.0,3.0
2003-05-05-07-35,50.0,3.0800000000000001
2003-05-05-08-35,50.0,3.0099999999999998
2003-05-05-09-35,50.0,2.9900000000000002
2003-05-05-10-35,50.0,3.02
2003-05-05-11-35,50.0,2.98
2003-05-05-12-35,50.0,2.9700000000000002
2003-05-05-13-35,50.0,2.9900000000000002
2003-05-05-14-35,50.0,3.04
2003-05-05-15-35,50.0,3.1099999999999999
2003-05-05-16-35,50.0,3.02
2003-05-05-17-35,50.0,3.0800000000000001
2003-05-05-18-35,50.0,3.0699999999999998
2003-05-05-19-35,50.0,3.1200000000000001
2003-05-05-20-35,50.0,3.0499999999999998
2003-05-05-21-35,50.0,3.1699999999999999
2003-05-05-22-35,50.0,3.1699999999999999
2003-05-05-23-35,50.0,3.1899999999999999
2003-05-06-00-35,50.0,3.1899999999999999
2003-05-06-01-35,50.0,3.1200000000000001
2003-05-06-02-35,50.0,3.1600000000000001
2003-05-06-03-35,50.0,3.1099999999999999
2003-05-06-04-35,50.0,3.1699999999999999
2003-05-06-05-35,50.0,3.2000000000000002
2003-05-06-06-35,50.0,3.2400000000000002
2003-05-06-07-35,50.0,3.1899999999999999
2003-05-06-08-35,50.0,3.21
2003-05-06-09-35,50.0,3.29
2003-05-06-10-35,50.0,3.29
2003-05-06-11-35,50.0,3.27
2003-05-06-12-35,50.0,3.2599999999999998
2003-05-06-13-35,50.0,3.27
2003-05-06-14-35,50.0,3.1800000000000002
2003-05-06-15-35,50.0,3.1800000000000002
2003-05-06-16-35,50.0,3.1600000000000001
2003-05-06-17-35,50.0,3.1299999999999999
2003-05-06-18-35,50.0,3.0499999999999998
2003-05-06-19-35,50.0,3.1000000000000001
2003-05-06-20-35,50.0,3.1699999999999999
2003-05-06-21-35,50.0,3.23
2003-05-06-22-35,50.0,3.2400000000000002
2003-05-06-23-35,50.0,3.25
2003-05-07-00-35,50.0,3.2599999999999998
2003-05-07-01-35,50.0,3.29
2003-05-07-02-35,50.0,3.27
2003-05-07-03-35,50.0,3.25
2003-05-07-04-35,50.0,3.1800000000000002
2003-05-07-05-35,50.0,3.1899999999999999
2003-05-07-06-35,50.0,3.1899999999999999
2003-05-07-07-35,50.0,3.21
2003-05-07-08-35,50.0,3.2599999999999998
2003-05-07-09-35,50.0,3.2799999999999998
2003-05-07-10-35,50.0,3.2799999999999998
2003-05-07-11-35,50.0,3.25
2003-05-07-12-35,50.0,3.3399999999999999
2003-05-07-13-35,50.0,3.3500000000000001
2003-05-07-14-35,50.0,3.3399999999999999
2003-05-07-15-35,50.0,3.3199999999999998
2003-05-07-16-35,50.0,3.3100000000000001
2003-05-07-17-35,50.0,3.2999999999999998
2003-05-07-18-35,50.0,3.27
2003-05-07-19-35,50.0,3.23
2003-05-07-20-35,50.0,3.21
2003-05-07-21-35,50.0,3.2400000000000002
2003-05-07-22-35,50.0,3.2200000000000002
2003-05-07-23-35,50.0,3.2599999999999998
2003-05-08-00-35,50.0,3.2599999999999998
2003-05-08-01-35,50.0,3.2400000000000002
2003-05-08-02-35,50.0,3.2599999999999998
2003-05-08-03-35,50.0,3.2599999999999998
2003-05-08-04-35,50.0,3.2799999999999998
2003-05-08-05-35,50.0,3.23
2003-05-08-06-35,50.0,3.2799999999999998
2003-05-08-07-35,50.0,3.27
2003-05-08-08-35,50.0,3.25
2003-05-08-09-35,50.0,3.25
2003-05-08-10-35,50.0,3.2400000000000002
2003-05-08-11-35,50.0,3.25
2003-05-08-12-35,50.0,3.25
2003-05-08-13-35,50.0,3.2400000000000002
2003-05-08-14-35,50.0,3.2400000000000002
2003-05-08-15-35,50.0,3.25
2003-05-08-16-35,50.0,3.1899999999999999
2003-05-08-17-35,50.0,3.1499999999999999
2003-05-08-18-35,50.0,3.1699999999999999
2003-05-08-19-35,50.0,3.1699999999999999
2003-05-08-20-35,50.0,3.21
2003-05-08-21-35,50.0,3.25
2003-05-08-22-35,50.0,3.2200000000000002
2003-05-08-23-35,50.0,3.2200000000000002
2003-05-09-00-35,50.0,3.2200000000000002
2003-05-09-01-35,50.0,3.2200000000000002
2003-05-09-02-35,50.0,3.2200000000000002
2003-05-09-03-35,50.0,3.2200000000000002
2003-05-09-04-35,50.0,3.2000000000000002
2003-05-09-05-35,50.0,3.1600000000000001
2003-05-09-06-35,50.0,3.1499999999999999
2003-05-09-07-35,50.0,3.1099999999999999
2003-05-09-08-35,50.0,3.1099999999999999
2003-05-09-09-35,50.0,3.2200000000000002
2003-05-09-10-35,50.0,3.1200000000000001
2003-05-09-11-35,50.0,3.1200000000000001
2003-05-09-12-35,50.0,3.1200000000000001
2003-05-09-13-35,50.0,3.1200000000000001
2003-05-09-14-35,50.0,3.1600000000000001
2003-05-09-15-35,50.0,3.1499999999999999
2003-05-09-16-35,50.0,3.1600000000000001
2003-05-09-17-35,50.0,3.1600000000000001
2003-05-09-18-35,50.0,3.1899999999999999
2003-05-09-19-35,50.0,3.1899999999999999
2003-05-09-20-35,50.0,3.1800000000000002
2003-05-09-21-35,50.0,3.1899999999999999
2003-05-09-22-35,50.0,3.1800000000000002
2003-05-09-23-35,50.0,3.1899999999999999
