,depth,temp
2003-08-02-01-35,50.0,7.5
2003-08-02-02-35,50.0,7.5300000000000002
2003-08-02-03-35,50.0,7.4500000000000002
2003-08-02-04-35,50.0,7.4000000000000004
2003-08-02-05-35,50.0,7.3700000000000001
2003-08-02-06-35,50.0,7.3099999999999996
2003-08-02-07-35,50.0,7.1900000000000004
2003-08-02-08-35,50.0,7.0999999999999996
2003-08-02-09-35,50.0,7.4000000000000004
2003-08-02-10-35,50.0,7.3600000000000003
2003-08-02-11-35,50.0,7.4199999999999999
2003-08-02-12-35,50.0,7.3499999999999996
2003-08-02-13-35,50.0,7.1200000000000001
2003-08-02-14-35,50.0,7.3799999999999999
2003-08-02-15-35,50.0,7.5499999999999998
2003-08-02-16-35,50.0,7.4000000000000004
2003-08-02-17-35,50.0,7.2800000000000002
2003-08-02-18-35,50.0,7.3899999999999997
2003-08-02-19-35,50.0,7.25
2003-08-02-20-35,50.0,7.3499999999999996
2003-08-02-21-35,50.0,7.2199999999999998
2003-08-02-22-35,50.0,7.3099999999999996
2003-08-02-23-35,50.0,7.3600000000000003
2003-08-03-00-35,50.0,7.4299999999999997
2003-08-03-01-35,50.0,7.4199999999999999
2003-08-03-02-35,50.0,7.4100000000000001
2003-08-03-03-35,50.0,7.0800000000000001
2003-08-03-04-35,50.0,7.3099999999999996
2003-08-03-05-35,50.0,7.2300000000000004
2003-08-03-06-35,50.0,7.0999999999999996
2003-08-03-07-35,50.0,6.9699999999999998
2003-08-03-08-35,50.0,7.1100000000000003
2003-08-03-09-35,50.0,7.21
2003-08-03-10-35,50.0,7.1699999999999999
2003-08-03-11-35,50.0,7.1699999999999999
2003-08-03-12-35,50.0,7.2999999999999998
2003-08-03-13-35,50.0,7.1600000000000001
2003-08-03-14-35,50.0,7.2599999999999998
2003-08-03-15-35,50.0,7.4900000000000002
2003-08-03-16-35,50.0,7.3300000000000001
2003-08-03-17-35,50.0,7.1699999999999999
2003-08-03-18-35,50.0,7.0899999999999999
2003-08-03-19-35,50.0,7.04
2003-08-03-20-35,50.0,6.96
2003-08-03-21-35,50.0,7.25
2003-08-03-22-35,50.0,7.1299999999999999
2003-08-03-23-35,50.0,7.2300000000000004
2003-08-04-00-35,50.0,7.2800000000000002
2003-08-04-01-35,50.0,7.3899999999999997
2003-08-04-02-35,50.0,7.2800000000000002
2003-08-04-03-35,50.0,7.0899999999999999
2003-08-04-04-35,50.0,7.2000000000000002
2003-08-04-05-35,50.0,7.2000000000000002
2003-08-04-06-35,50.0,7.3200000000000003
2003-08-04-07-35,50.0,7.1799999999999997
2003-08-04-08-35,50.0,7.21
2003-08-04-09-35,50.0,7.2300000000000004
2003-08-04-10-35,50.0,7.3600000000000003
2003-08-04-11-35,50.0,7.5
2003-08-04-12-35,50.0,7.5999999999999996
2003-08-04-13-35,50.0,7.4699999999999998
2003-08-04-14-35,50.0,7.4199999999999999
2003-08-04-15-35,50.0,7.5300000000000002
2003-08-04-16-35,50.0,7.4199999999999999
2003-08-04-17-35,50.0,7.4000000000000004
2003-08-04-18-35,50.0,7.3099999999999996
2003-08-04-19-35,50.0,7.2800000000000002
2003-08-04-20-35,50.0,7.1200000000000001
2003-08-04-21-35,50.0,7.3399999999999999
2003-08-04-22-35,50.0,7.3799999999999999
2003-08-04-23-35,50.0,7.3899999999999997
2003-08-05-00-35,50.0,7.2800000000000002
2003-08-05-01-35,50.0,7.6100000000000003
2003-08-05-02-35,50.0,7.7400000000000002
2003-08-05-03-35,50.0,7.7599999999999998
2003-08-05-04-35,50.0,7.8099999999999996
2003-08-05-05-35,50.0,7.5700000000000003
2003-08-05-06-35,50.0,7.6799999999999997
2003-08-05-07-35,50.0,7.4400000000000004
2003-08-05-08-35,50.0,7.3200000000000003
2003-08-05-09-35,50.0,7.3300000000000001
2003-08-05-10-35,50.0,7.5099999999999998
2003-08-05-11-35,50.0,7.4800000000000004
2003-08-05-12-35,50.0,7.5099999999999998
2003-08-05-13-35,50.0,7.4100000000000001
2003-08-05-14-35,50.0,7.5800000000000001
2003-08-05-15-35,50.0,7.5700000000000003
2003-08-05-16-35,50.0,7.5800000000000001
2003-08-05-17-35,50.0,7.6299999999999999
2003-08-05-18-35,50.0,7.5800000000000001
2003-08-05-19-35,50.0,7.54
2003-08-05-20-35,50.0,7.3700000000000001
2003-08-05-21-35,50.0,7.0899999999999999
2003-08-05-22-35,50.0,7.2699999999999996
2003-08-05-23-35,50.0,7.4100000000000001
2003-08-06-00-35,50.0,7.4400000000000004
2003-08-06-01-35,50.0,7.5300000000000002
2003-08-06-02-35,50.0,7.6299999999999999
2003-08-06-03-35,50.0,7.6299999999999999
2003-08-06-04-35,50.0,7.5999999999999996
2003-08-06-05-35,50.0,7.5499999999999998
2003-08-06-06-35,50.0,7.5099999999999998
2003-08-06-07-35,50.0,7.5800000000000001
2003-08-06-08-35,50.0,7.7300000000000004
2003-08-06-09-35,50.0,7.6699999999999999
2003-08-06-10-35,50.0,7.3700000000000001
2003-08-06-11-35,50.0,7.4000000000000004
2003-08-06-12-35,50.0,7.3300000000000001
2003-08-06-13-35,50.0,7.1799999999999997
2003-08-06-14-35,50.0,7.46
2003-08-06-15-35,50.0,7.5999999999999996
2003-08-06-16-35,50.0,7.6500000000000004
2003-08-06-17-35,50.0,7.6299999999999999
2003-08-06-18-35,50.0,7.54
2003-08-06-19-35,50.0,7.6100000000000003
2003-08-06-20-35,50.0,7.5700000000000003
2003-08-06-21-35,50.0,7.5599999999999996
2003-08-06-22-35,50.0,7.3200000000000003
2003-08-06-23-35,50.0,7.4400000000000004
2003-08-07-00-35,50.0,7.5800000000000001
2003-08-07-01-35,50.0,7.5599999999999996
2003-08-07-02-35,50.0,7.7199999999999998
2003-08-07-03-35,50.0,7.7300000000000004
2003-08-07-04-35,50.0,7.6399999999999997
2003-08-07-05-35,50.0,7.6699999999999999
2003-08-07-06-35,50.0,7.6500000000000004
2003-08-07-07-35,50.0,7.5899999999999999
2003-08-07-08-35,50.0,7.4900000000000002
2003-08-07-09-35,50.0,7.4400000000000004
2003-08-07-10-35,50.0,7.1500000000000004
2003-08-07-11-35,50.0,7.2199999999999998
2003-08-07-12-35,50.0,7.2199999999999998
2003-08-07-13-35,50.0,7.3799999999999999
2003-08-07-14-35,50.0,7.2300000000000004
2003-08-07-15-35,50.0,7.3499999999999996
2003-08-07-16-35,50.0,7.3600000000000003
2003-08-07-17-35,50.0,7.4500000000000002
2003-08-07-18-35,50.0,7.4500000000000002
2003-08-07-19-35,50.0,7.5199999999999996
2003-08-07-20-35,50.0,7.6900000000000004
2003-08-07-21-35,50.0,7.7199999999999998
2003-08-07-22-35,50.0,7.5199999999999996
2003-08-07-23-35,50.0,7.3899999999999997
2003-08-08-00-35,50.0,7.5499999999999998
2003-08-08-01-35,50.0,7.3300000000000001
2003-08-08-02-35,50.0,7.3300000000000001
2003-08-08-03-35,50.0,7.6100000000000003
2003-08-08-04-35,50.0,8.1199999999999992
2003-08-08-05-35,50.0,8.0700000000000003
2003-08-08-06-35,50.0,8.0199999999999996
2003-08-08-07-35,50.0,7.9900000000000002
2003-08-08-08-35,50.0,8.1999999999999993
2003-08-08-09-35,50.0,8.1899999999999995
2003-08-08-10-35,50.0,7.9900000000000002
2003-08-08-11-35,50.0,7.46
2003-08-08-12-35,50.0,7.5199999999999996
2003-08-08-13-35,50.0,7.6799999999999997
2003-08-08-14-35,50.0,8.0600000000000005
2003-08-08-15-35,50.0,8.0600000000000005
2003-08-08-16-35,50.0,8.0
2003-08-08-17-35,50.0,8.0
2003-08-08-18-35,50.0,7.9900000000000002
2003-08-08-19-35,50.0,7.8799999999999999
2003-08-08-20-35,50.0,7.71
2003-08-08-21-35,50.0,7.7000000000000002
2003-08-08-22-35,50.0,7.4900000000000002
2003-08-08-23-35,50.0,7.4299999999999997
2003-08-09-00-35,50.0,7.3099999999999996
2003-08-09-01-35,50.0,7.0800000000000001
2003-08-09-02-35,50.0,7.1799999999999997
2003-08-09-03-35,50.0,7.6600000000000001
2003-08-09-04-35,50.0,7.6900000000000004
2003-08-09-05-35,50.0,7.6500000000000004
2003-08-09-06-35,50.0,8.1099999999999994
2003-08-09-07-35,50.0,8.0099999999999998
2003-08-09-08-35,50.0,7.9900000000000002
2003-08-09-09-35,50.0,7.6200000000000001
2003-08-09-10-35,50.0,7.5499999999999998
2003-08-09-11-35,50.0,7.4800000000000004
2003-08-09-12-35,50.0,7.5499999999999998
2003-08-09-13-35,50.0,7.5300000000000002
2003-08-09-14-35,50.0,7.4400000000000004
2003-08-09-15-35,50.0,7.5099999999999998
2003-08-09-16-35,50.0,7.5599999999999996
2003-08-09-17-35,50.0,7.7800000000000002
2003-08-09-18-35,50.0,7.7000000000000002
2003-08-09-19-35,50.0,7.7999999999999998
2003-08-09-20-35,50.0,7.75
2003-08-09-21-35,50.0,7.9100000000000001
2003-08-09-22-35,50.0,7.8300000000000001
2003-08-09-23-35,50.0,7.3200000000000003
2003-08-10-00-35,50.0,7.2000000000000002
2003-08-10-01-35,50.0,7.2800000000000002
2003-08-10-02-35,50.0,7.2800000000000002
2003-08-10-03-35,50.0,7.3499999999999996
2003-08-10-04-35,50.0,7.4900000000000002
2003-08-10-05-35,50.0,7.6799999999999997
2003-08-10-06-35,50.0,7.4500000000000002
2003-08-10-07-35,50.0,7.5999999999999996
2003-08-10-08-35,50.0,7.8600000000000003
2003-08-10-09-35,50.0,7.8799999999999999
2003-08-10-10-35,50.0,7.8300000000000001
2003-08-10-11-35,50.0,7.7699999999999996
2003-08-10-12-35,50.0,7.8600000000000003
2003-08-10-13-35,50.0,8.0199999999999996
2003-08-10-14-35,50.0,7.7400000000000002
2003-08-10-15-35,50.0,7.6699999999999999
2003-08-10-16-35,50.0,7.8499999999999996
2003-08-10-17-35,50.0,8.0600000000000005
2003-08-10-18-35,50.0,8.0299999999999994
2003-08-10-19-35,50.0,8.1600000000000001
2003-08-10-20-35,50.0,8.1600000000000001
2003-08-10-21-35,50.0,8.1899999999999995
2003-08-10-22-35,50.0,8.1899999999999995
2003-08-10-23-35,50.0,8.25
2003-08-11-00-35,50.0,8.2300000000000004
2003-08-11-01-35,50.0,8.1400000000000006
2003-08-11-02-35,50.0,7.8099999999999996
2003-08-11-03-35,50.0,8.1300000000000008
2003-08-11-04-35,50.0,8.1600000000000001
2003-08-11-05-35,50.0,8.1600000000000001
2003-08-11-06-35,50.0,7.79
2003-08-11-07-35,50.0,7.7699999999999996
2003-08-11-08-35,50.0,8.0700000000000003
2003-08-11-09-35,50.0,8.1999999999999993
2003-08-11-10-35,50.0,8.2400000000000002
2003-08-11-11-35,50.0,8.2300000000000004
2003-08-11-12-35,50.0,8.1400000000000006
2003-08-11-13-35,50.0,8.1300000000000008
2003-08-11-14-35,50.0,8.0600000000000005
2003-08-11-15-35,50.0,7.9900000000000002
2003-08-11-16-35,50.0,8.0800000000000001
2003-08-11-17-35,50.0,7.7800000000000002
2003-08-11-18-35,50.0,7.9400000000000004
2003-08-11-19-35,50.0,7.9800000000000004
2003-08-11-20-35,50.0,8.0800000000000001
2003-08-11-21-35,50.0,7.9299999999999997
2003-08-11-22-35,50.0,8.0399999999999991
2003-08-11-23-35,50.0,7.8799999999999999
2003-08-12-00-35,50.0,7.75
2003-08-12-01-35,50.0,7.8300000000000001
2003-08-12-02-35,50.0,7.9900000000000002
2003-08-12-03-35,50.0,7.9299999999999997
2003-08-12-04-35,50.0,7.8200000000000003
2003-08-12-05-35,50.0,7.7699999999999996
2003-08-12-06-35,50.0,7.8700000000000001
2003-08-12-07-35,50.0,7.9299999999999997
2003-08-12-08-35,50.0,8.0999999999999996
2003-08-12-09-35,50.0,7.8700000000000001
2003-08-12-10-35,50.0,8.1999999999999993
2003-08-12-11-35,50.0,8.1600000000000001
2003-08-12-12-35,50.0,8.0
2003-08-12-13-35,50.0,7.9100000000000001
2003-08-12-14-35,50.0,8.0700000000000003
2003-08-12-15-35,50.0,7.8899999999999997
2003-08-12-16-35,50.0,7.9000000000000004
2003-08-12-17-35,50.0,7.8799999999999999
2003-08-12-18-35,50.0,7.8700000000000001
2003-08-12-19-35,50.0,7.9000000000000004
2003-08-12-20-35,50.0,8.2300000000000004
2003-08-12-21-35,50.0,8.5600000000000005
2003-08-12-22-35,50.0,8.2599999999999998
2003-08-12-23-35,50.0,8.2400000000000002
2003-08-13-00-35,50.0,8.0999999999999996
2003-08-13-01-35,50.0,8.1199999999999992
2003-08-13-02-35,50.0,7.9699999999999998
2003-08-13-03-35,50.0,7.5599999999999996
2003-08-13-04-35,50.0,7.4800000000000004
2003-08-13-05-35,50.0,7.8799999999999999
2003-08-13-06-35,50.0,7.8600000000000003
2003-08-13-07-35,50.0,7.7999999999999998
2003-08-13-08-35,50.0,7.8399999999999999
2003-08-13-09-35,50.0,8.0399999999999991
2003-08-13-10-35,50.0,8.0800000000000001
2003-08-13-11-35,50.0,8.1500000000000004
2003-08-13-12-35,50.0,8.1500000000000004
2003-08-13-13-35,50.0,8.5
2003-08-13-14-35,50.0,7.9000000000000004
2003-08-13-15-35,50.0,8.0899999999999999
2003-08-13-16-35,50.0,8.1500000000000004
2003-08-13-17-35,50.0,8.1400000000000006
2003-08-13-18-35,50.0,8.1300000000000008
2003-08-13-19-35,50.0,8.2400000000000002
2003-08-13-20-35,50.0,8.3200000000000003
2003-08-13-21-35,50.0,8.3399999999999999
2003-08-13-22-35,50.0,8.4199999999999999
2003-08-13-23-35,50.0,8.25
2003-08-14-00-35,50.0,8.2699999999999996
2003-08-14-01-35,50.0,8.1600000000000001
2003-08-14-02-35,50.0,8.2599999999999998
2003-08-14-03-35,50.0,8.1099999999999994
2003-08-14-04-35,50.0,7.9900000000000002
2003-08-14-05-35,50.0,7.8399999999999999
2003-08-14-06-35,50.0,8.0999999999999996
2003-08-14-07-35,50.0,8.0700000000000003
2003-08-14-08-35,50.0,8.1999999999999993
2003-08-14-09-35,50.0,8.3000000000000007
2003-08-14-10-35,50.0,8.25
2003-08-14-11-35,50.0,8.5
2003-08-14-12-35,50.0,8.6199999999999992
2003-08-14-13-35,50.0,8.5399999999999991
2003-08-14-14-35,50.0,8.4700000000000006
2003-08-14-15-35,50.0,8.3100000000000005
2003-08-14-16-35,50.0,8.4399999999999995
2003-08-14-17-35,50.0,8.4299999999999997
2003-08-14-18-35,50.0,8.7100000000000009
2003-08-14-19-35,50.0,8.6600000000000001
2003-08-14-20-35,50.0,8.6699999999999999
2003-08-14-21-35,50.0,8.7100000000000009
2003-08-14-22-35,50.0,8.7400000000000002
2003-08-14-23-35,50.0,8.7200000000000006
2003-08-15-00-35,50.0,8.7300000000000004
2003-08-15-01-35,50.0,8.7300000000000004
2003-08-15-02-35,50.0,8.7100000000000009
2003-08-15-03-35,50.0,8.75
2003-08-15-04-35,50.0,8.7899999999999991
2003-08-15-05-35,50.0,8.7699999999999996
2003-08-15-06-35,50.0,8.75
2003-08-15-07-35,50.0,8.5199999999999996
2003-08-15-08-35,50.0,8.6799999999999997
2003-08-15-09-35,50.0,8.7599999999999998
2003-08-15-10-35,50.0,8.7799999999999994
2003-08-15-11-35,50.0,8.8499999999999996
2003-08-15-12-35,50.0,8.7599999999999998
2003-08-15-13-35,50.0,8.7699999999999996
2003-08-15-14-35,50.0,8.7799999999999994
2003-08-15-15-35,50.0,8.6999999999999993
2003-08-15-16-35,50.0,8.6400000000000006
2003-08-15-17-35,50.0,8.4399999999999995
2003-08-15-18-35,50.0,8.4499999999999993
2003-08-15-19-35,50.0,8.3699999999999992
2003-08-15-20-35,50.0,8.3900000000000006
2003-08-15-21-35,50.0,8.4299999999999997
2003-08-15-22-35,50.0,8.5899999999999999
2003-08-15-23-35,50.0,8.6600000000000001
2003-08-16-00-35,50.0,8.5899999999999999
2003-08-16-01-35,50.0,8.5399999999999991
2003-08-16-02-35,50.0,8.6699999999999999
2003-08-16-03-35,50.0,8.5500000000000007
2003-08-16-04-35,50.0,8.3000000000000007
2003-08-16-05-35,50.0,8.1099999999999994
2003-08-16-06-35,50.0,8.1300000000000008
2003-08-16-07-35,50.0,8.0199999999999996
2003-08-16-08-35,50.0,8.1300000000000008
2003-08-16-09-35,50.0,8.0899999999999999
2003-08-16-10-35,50.0,8.1199999999999992
2003-08-16-11-35,50.0,8.4000000000000004
2003-08-16-12-35,50.0,8.6099999999999994
2003-08-16-13-35,50.0,8.5899999999999999
2003-08-16-14-35,50.0,8.3399999999999999
2003-08-16-15-35,50.0,8.3300000000000001
2003-08-16-16-35,50.0,8.0899999999999999
2003-08-16-17-35,50.0,8.0
2003-08-16-18-35,50.0,7.8700000000000001
2003-08-16-19-35,50.0,7.9500000000000002
2003-08-16-20-35,50.0,8.0399999999999991
2003-08-16-21-35,50.0,8.6300000000000008
2003-08-16-22-35,50.0,8.7599999999999998
2003-08-16-23-35,50.0,8.8200000000000003
2003-08-17-00-35,50.0,8.6600000000000001
2003-08-17-01-35,50.0,8.6400000000000006
2003-08-17-02-35,50.0,8.6999999999999993
2003-08-17-03-35,50.0,8.7200000000000006
2003-08-17-04-35,50.0,8.6600000000000001
2003-08-17-05-35,50.0,8.5899999999999999
2003-08-17-06-35,50.0,8.5700000000000003
2003-08-17-07-35,50.0,8.6400000000000006
2003-08-17-08-35,50.0,8.5600000000000005
2003-08-17-09-35,50.0,8.6199999999999992
2003-08-17-10-35,50.0,8.5700000000000003
2003-08-17-11-35,50.0,8.4700000000000006
2003-08-17-12-35,50.0,8.4499999999999993
2003-08-17-13-35,50.0,8.4299999999999997
2003-08-17-14-35,50.0,8.4100000000000001
2003-08-17-15-35,50.0,8.3900000000000006
2003-08-17-16-35,50.0,8.4100000000000001
2003-08-17-17-35,50.0,8.3800000000000008
2003-08-17-18-35,50.0,8.3900000000000006
2003-08-17-19-35,50.0,8.3900000000000006
2003-08-17-20-35,50.0,8.3900000000000006
2003-08-17-21-35,50.0,8.4000000000000004
2003-08-17-22-35,50.0,8.3800000000000008
2003-08-17-23-35,50.0,8.4000000000000004
2003-08-18-00-35,50.0,8.4199999999999999
2003-08-18-01-35,50.0,8.4499999999999993
2003-08-18-02-35,50.0,8.4499999999999993
2003-08-18-03-35,50.0,8.4499999999999993
2003-08-18-04-35,50.0,8.4399999999999995
2003-08-18-05-35,50.0,8.4499999999999993
2003-08-18-06-35,50.0,8.3900000000000006
2003-08-18-07-35,50.0,8.4100000000000001
2003-08-18-08-35,50.0,8.3900000000000006
2003-08-18-09-35,50.0,8.4399999999999995
2003-08-18-10-35,50.0,8.4399999999999995
2003-08-18-11-35,50.0,8.4499999999999993
2003-08-18-12-35,50.0,8.5500000000000007
2003-08-18-13-35,50.0,8.4499999999999993
2003-08-18-14-35,50.0,8.4499999999999993
2003-08-18-15-35,50.0,8.4399999999999995
2003-08-18-16-35,50.0,8.4299999999999997
2003-08-18-17-35,50.0,8.4499999999999993
2003-08-18-18-35,50.0,8.4700000000000006
2003-08-18-19-35,50.0,8.4499999999999993
2003-08-18-20-35,50.0,8.5
2003-08-18-21-35,50.0,8.5500000000000007
2003-08-18-22-35,50.0,8.5199999999999996
2003-08-18-23-35,50.0,8.4700000000000006
2003-08-19-00-35,50.0,8.4600000000000009
2003-08-19-01-35,50.0,8.4199999999999999
2003-08-19-02-35,50.0,8.3499999999999996
2003-08-19-03-35,50.0,8.2699999999999996
2003-08-19-04-35,50.0,8.3599999999999994
2003-08-19-05-35,50.0,8.5800000000000001
2003-08-19-06-35,50.0,8.4299999999999997
2003-08-19-07-35,50.0,8.4100000000000001
2003-08-19-08-35,50.0,8.5199999999999996
2003-08-19-09-35,50.0,8.5800000000000001
2003-08-19-10-35,50.0,8.6300000000000008
2003-08-19-11-35,50.0,8.5899999999999999
2003-08-19-12-35,50.0,8.6199999999999992
2003-08-19-13-35,50.0,8.6600000000000001
2003-08-19-14-35,50.0,8.5800000000000001
2003-08-19-15-35,50.0,8.3699999999999992
2003-08-19-16-35,50.0,8.2400000000000002
2003-08-19-17-35,50.0,8.4299999999999997
2003-08-19-18-35,50.0,8.5800000000000001
2003-08-19-19-35,50.0,8.5899999999999999
2003-08-19-20-35,50.0,8.5299999999999994
2003-08-19-21-35,50.0,8.5700000000000003
2003-08-19-22-35,50.0,8.5399999999999991
2003-08-19-23-35,50.0,8.5099999999999998
2003-08-20-00-35,50.0,8.4900000000000002
2003-08-20-01-35,50.0,8.5600000000000005
2003-08-20-02-35,50.0,8.5800000000000001
2003-08-20-03-35,50.0,8.5899999999999999
2003-08-20-04-35,50.0,8.5899999999999999
2003-08-20-05-35,50.0,8.5899999999999999
2003-08-20-06-35,50.0,8.5099999999999998
2003-08-20-07-35,50.0,8.4299999999999997
2003-08-20-08-35,50.0,8.4399999999999995
2003-08-20-09-35,50.0,8.3300000000000001
2003-08-20-10-35,50.0,8.4100000000000001
2003-08-20-11-35,50.0,8.5099999999999998
2003-08-20-12-35,50.0,8.4600000000000009
2003-08-20-13-35,50.0,8.8100000000000005
2003-08-20-14-35,50.0,9.5500000000000007
2003-08-20-15-35,50.0,9.3100000000000005
2003-08-20-16-35,50.0,9.2300000000000004
2003-08-20-17-35,50.0,8.3699999999999992
2003-08-20-18-35,50.0,8.6400000000000006
2003-08-20-19-35,50.0,9.0800000000000001
2003-08-20-20-35,50.0,8.8000000000000007
2003-08-20-21-35,50.0,8.6999999999999993
2003-08-20-22-35,50.0,8.5899999999999999
2003-08-20-23-35,50.0,8.4600000000000009
2003-08-21-00-35,50.0,8.9499999999999993
2003-08-21-01-35,50.0,9.1300000000000008
2003-08-21-02-35,50.0,9.1300000000000008
2003-08-21-03-35,50.0,9.1899999999999995
2003-08-21-04-35,50.0,9.1500000000000004
2003-08-21-05-35,50.0,9.1600000000000001
2003-08-21-06-35,50.0,9.1899999999999995
2003-08-21-07-35,50.0,9.2400000000000002
2003-08-21-08-35,50.0,9.1500000000000004
2003-08-21-09-35,50.0,9.1999999999999993
2003-08-21-10-35,50.0,8.8499999999999996
2003-08-21-11-35,50.0,8.6600000000000001
2003-08-21-12-35,50.0,8.7400000000000002
2003-08-21-13-35,50.0,8.7699999999999996
2003-08-21-14-35,50.0,8.7899999999999991
2003-08-21-15-35,50.0,8.8300000000000001
2003-08-21-16-35,50.0,8.9499999999999993
2003-08-21-17-35,50.0,9.1300000000000008
2003-08-21-18-35,50.0,9.1899999999999995
2003-08-21-19-35,50.0,9.0399999999999991
2003-08-21-20-35,50.0,8.9399999999999995
2003-08-21-21-35,50.0,8.8900000000000006
2003-08-21-22-35,50.0,8.7799999999999994
2003-08-21-23-35,50.0,8.6699999999999999
2003-08-22-00-35,50.0,8.6199999999999992
2003-08-22-01-35,50.0,8.7200000000000006
2003-08-22-02-35,50.0,8.7799999999999994
2003-08-22-03-35,50.0,8.6999999999999993
2003-08-22-04-35,50.0,8.9399999999999995
2003-08-22-05-35,50.0,8.6799999999999997
2003-08-22-06-35,50.0,8.8399999999999999
2003-08-22-07-35,50.0,8.8300000000000001
2003-08-22-08-35,50.0,8.4399999999999995
2003-08-22-09-35,50.0,8.4000000000000004
2003-08-22-10-35,50.0,8.4700000000000006
2003-08-22-11-35,50.0,8.4700000000000006
2003-08-22-12-35,50.0,8.5999999999999996
2003-08-22-13-35,50.0,8.6099999999999994
2003-08-22-14-35,50.0,8.5199999999999996
2003-08-22-15-35,50.0,8.6199999999999992
2003-08-22-16-35,50.0,8.6099999999999994
2003-08-22-17-35,50.0,8.6199999999999992
2003-08-22-18-35,50.0,8.7100000000000009
2003-08-22-19-35,50.0,7.8700000000000001
2003-08-22-20-35,50.0,7.6100000000000003
2003-08-22-21-35,50.0,7.54
2003-08-22-22-35,50.0,7.4900000000000002
2003-08-22-23-35,50.0,7.7999999999999998
2003-08-23-00-35,50.0,7.4699999999999998
2003-08-23-01-35,50.0,7.9699999999999998
2003-08-23-02-35,50.0,8.5
2003-08-23-03-35,50.0,8.4100000000000001
2003-08-23-04-35,50.0,9.0600000000000005
2003-08-23-05-35,50.0,9.3200000000000003
2003-08-23-06-35,50.0,9.3100000000000005
2003-08-23-07-35,50.0,9.0299999999999994
2003-08-23-08-35,50.0,9.0700000000000003
2003-08-23-09-35,50.0,9.0199999999999996
2003-08-23-10-35,50.0,9.1600000000000001
2003-08-23-11-35,50.0,9.0199999999999996
2003-08-23-12-35,50.0,9.0399999999999991
2003-08-23-13-35,50.0,9.0399999999999991
2003-08-23-14-35,50.0,8.9100000000000001
2003-08-23-15-35,50.0,8.9199999999999999
2003-08-23-16-35,50.0,8.8900000000000006
2003-08-23-17-35,50.0,8.9700000000000006
2003-08-23-18-35,50.0,8.9100000000000001
2003-08-23-19-35,50.0,9.1600000000000001
2003-08-23-20-35,50.0,8.9399999999999995
2003-08-23-21-35,50.0,8.9299999999999997
2003-08-23-22-35,50.0,9.0800000000000001
2003-08-23-23-35,50.0,9.0999999999999996
2003-08-24-00-35,50.0,9.1500000000000004
2003-08-24-01-35,50.0,9.1600000000000001
2003-08-24-02-35,50.0,9.2699999999999996
2003-08-24-03-35,50.0,9.0899999999999999
2003-08-24-04-35,50.0,9.0999999999999996
2003-08-24-05-35,50.0,9.0099999999999998
2003-08-24-06-35,50.0,9.0800000000000001
2003-08-24-07-35,50.0,9.1600000000000001
2003-08-24-08-35,50.0,9.0
2003-08-24-09-35,50.0,9.1799999999999997
2003-08-24-10-35,50.0,9.1699999999999999
2003-08-24-11-35,50.0,9.1400000000000006
2003-08-24-12-35,50.0,9.1099999999999994
2003-08-24-13-35,50.0,9.1899999999999995
2003-08-24-14-35,50.0,9.1999999999999993
2003-08-24-15-35,50.0,9.2200000000000006
2003-08-24-16-35,50.0,9.0899999999999999
2003-08-24-17-35,50.0,8.9900000000000002
2003-08-24-18-35,50.0,8.9900000000000002
2003-08-24-19-35,50.0,9.0
2003-08-24-20-35,50.0,9.0299999999999994
2003-08-24-21-35,50.0,9.1099999999999994
2003-08-24-22-35,50.0,9.0399999999999991
2003-08-24-23-35,50.0,8.9700000000000006
2003-08-25-00-35,50.0,9.0299999999999994
2003-08-25-01-35,50.0,9.0700000000000003
2003-08-25-02-35,50.0,9.1500000000000004
2003-08-25-03-35,50.0,9.1999999999999993
2003-08-25-04-35,50.0,9.3499999999999996
2003-08-25-05-35,50.0,9.2400000000000002
2003-08-25-06-35,50.0,9.0899999999999999
2003-08-25-07-35,50.0,8.9800000000000004
2003-08-25-08-35,50.0,9.0199999999999996
2003-08-25-09-35,50.0,9.1199999999999992
2003-08-25-10-35,50.0,9.1199999999999992
2003-08-25-11-35,50.0,8.5899999999999999
2003-08-25-12-35,50.0,8.4700000000000006
2003-08-25-13-35,50.0,8.8900000000000006
2003-08-25-14-35,50.0,8.6400000000000006
2003-08-25-15-35,50.0,8.4800000000000004
2003-08-25-16-35,50.0,8.5299999999999994
2003-08-25-17-35,50.0,8.6999999999999993
2003-08-25-18-35,50.0,9.0199999999999996
2003-08-25-19-35,50.0,9.1400000000000006
2003-08-25-20-35,50.0,9.1799999999999997
2003-08-25-21-35,50.0,9.2599999999999998
2003-08-25-22-35,50.0,9.3100000000000005
2003-08-25-23-35,50.0,9.2599999999999998
2003-08-26-00-35,50.0,9.1600000000000001
2003-08-26-01-35,50.0,9.1199999999999992
2003-08-26-02-35,50.0,9.0600000000000005
2003-08-26-03-35,50.0,8.6899999999999995
2003-08-26-04-35,50.0,8.8200000000000003
2003-08-26-05-35,50.0,8.8000000000000007
2003-08-26-06-35,50.0,8.8499999999999996
2003-08-26-07-35,50.0,8.8900000000000006
2003-08-26-08-35,50.0,8.75
2003-08-26-09-35,50.0,8.8200000000000003
2003-08-26-10-35,50.0,9.3699999999999992
2003-08-26-11-35,50.0,9.6400000000000006
2003-08-26-12-35,50.0,9.8499999999999996
2003-08-26-13-35,50.0,9.8000000000000007
